Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,62.136,61.728,61.376,61.023,60.669,60.314,59.958,59.601,59.242,58.883,58.523,58.162,57.8,57.437,57.074,56.709,56.344,56.19,56.174,56.158,56.142,56.126,56.11,56.094,56.078,56.062,56.046,56.123,56.256,56.389,56.522,56.655,56.788,56.921,57.054,57.186,57.319,57.342,57.296,57.25,57.203,57.157,57.111,57.065,57.019,56.973,56.927,56.922,56.942,56.961,56.981,57,57.054,57.107,57.161,57.215,57.268,57.295,57.296,57.27,57.217,57.138,57.033,56.9,56.742,56.556,56.344,56.105,55.839,55.547,55.227,54.881,54.508,54.109,53.683,53.231,52.752,52.248,51.718,51.164,50.585,49.984,49.362,48.738,48.114,47.492,46.869,46.248,45.628,45.009,44.392
El Salvador,SLV,Rural population,SP.RUR.TOTL,1705328,1749890,1798931,1849909,1902120,1955010,2008224,2061765,2115574,2169817,2224447,2279227,2318722,2357036,2393686,2428376,2461088,2491793,2519885,2544908,2566490,2584606,2599475,2611867,2622565,2632454,2641484,2649612,2657291,2665101,2673300,2682104,2691100,2667438,2630565,2589831,2545223,2497507,2446657,2433969,2419235,2402571,2384020,2364004,2342835,2321110,2298803,2272949,2227179,2181668,2136405,2091409,2046850,2002887,1959422,1916513,1874999,1834988,1796332,1758851,1722000,1687000,1653000,1620000,1587000,1556000,1526000,1496000,1468000,1440000,1413000,1387000,1361000,1336000,1312000,1289000,1267000,1246000,1225000,1206000,1187000,1169000,1150000,1132000,1114000,1096000,1077000,1059000,1041000,1023000,1005000
El Salvador,SLV,Rural population (% of total population),SP.RUR.TOTL.ZS,61.646,61.473,61.372,61.271,61.17,61.069,60.967,60.866,60.764,60.663,60.561,60.456,59.957,59.457,58.954,58.449,57.942,57.435,56.925,56.414,55.901,55.388,54.873,54.358,53.84,53.323,52.805,52.286,51.766,51.246,50.726,50.206,49.685,48.583,47.296,46.012,44.732,43.463,42.2,41.643,41.088,40.536,39.986,39.439,38.893,38.352,37.813,37.226,36.322,35.43,34.548,33.675,32.813,31.964,31.126,30.3,29.499,28.725,27.977,27.254,26.556,25.882,25.233,24.607,24.004,23.424,22.866,22.33,21.815,21.321,20.847,20.393,19.958,19.542,19.145,18.765,18.402,18.057,17.728,17.416,17.12,16.841,16.564,16.292,16.022,15.757,15.495,15.237,14.982,14.73,14.483
Equatorial Guinea,GNQ,Rural population,SP.RUR.TOTL,190129,191133,193428,195981,199140,203075,208116,213935,219251,222336,222047,218023,210942,202051,193165,185685,179767,175335,173318,174760,180269,190442,204769,221443,235309,246694,255102,261128,265493,269365,273541,278117,282824,287797,293059,295607,298230,300992,303730,306302,308595,310578,312252,313757,315221,316753,318262,319636,320706,321348,321403,320846,319669,327832,335751,343372,350725,357828,364641,371174,377000,383000,389000,394000,400000,405000,409000,414000,419000,423000,427000,431000,435000,438000,441000,445000,448000,452000,455000,459000,462000,465000,468000,471000,474000,476000,478000,480000,482000,484000,485000
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,74.463,73.856,73.766,73.677,73.587,73.498,73.408,73.318,73.227,73.137,73.046,72.955,72.864,72.773,72.681,72.59,72.498,72.406,72.313,72.221,72.128,72.035,71.942,71.849,70.972,70.06,69.129,68.183,67.22,66.245,65.255,64.252,63.234,62.208,61.169,59.506,57.813,56.107,54.384,52.65,50.908,49.168,47.427,45.693,43.967,42.26,40.569,38.9,37.255,35.642,34.06,32.512,31,30.456,29.917,29.384,28.862,28.354,27.857,27.373,26.9,26.439,25.99,25.552,25.126,24.71,24.305,23.912,23.528,23.155,22.793,22.44,22.097,21.764,21.441,21.126,20.821,20.525,20.238,19.96,19.69,19.429,19.171,18.915,18.662,18.411,18.163,17.917,17.675,17.434,17.197
Eritrea,ERI,Rural population,SP.RUR.TOTL,908856,928817,949792,971563,993876,1016538,1039438,1062645,1089070,1116391,1144743,1174185,1204690,1236209,1268673,1302039,1336150,1371069,1407081,1444634,1483977,1524515,1565800,1608109,1650817,1688177,1727180,1766569,1801113,1824203,1831655,1822378,1799439,1768179,1735811,1707963,1684842,1666404,1656964,1661609,1682931,1722742,1777901,1840344,1899402,1947596,1982891,2007170,2021434,2040896,2055234,2064302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,90.201,89.886,89.562,89.228,88.885,88.534,88.172,87.8,87.642,87.483,87.322,87.159,86.994,86.827,86.659,86.489,86.316,86.143,85.967,85.789,85.61,85.428,85.245,85.06,84.818,84.243,83.649,83.038,82.408,81.761,81.095,80.41,79.706,78.985,78.245,77.486,76.707,75.912,75.097,74.265,73.413,72.545,71.659,70.756,69.836,68.901,67.949,66.983,66,65.415,64.825,64.229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Rural population,SP.RUR.TOTL,514503,510808,508171,505607,503223,500376,495998,490134,484868,480160,476747,475284,473219,470361,467017,463267,459138,455120,450848,447886,447435,447430,447486,447388,447111,446909,447040,447304,446860,448250,451436,452063,446743,438168,431632,426680,423107,420938,419548,423427,427924,426956,425998,425074,424271,423570,422804,422596,423176,424069,424820,425245,423607,420151,417118,415458,413645,412117,411399,410566,408000,404000,400000,396000,391000,387000,382000,378000,373000,369000,364000,359000,354000,349000,343000,338000,333000,327000,322000,317000,311000,306000,301000,295000,290000,285000,280000,275000,270000,265000,261000
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,42.467,41.696,40.928,40.164,39.404,38.652,37.903,37.161,36.423,35.693,35.053,34.517,33.983,33.455,32.931,32.411,31.894,31.383,30.876,30.503,30.289,30.076,29.864,29.653,29.442,29.233,29.025,28.817,28.61,28.585,28.769,28.954,29.14,29.326,29.513,29.7,29.889,30.077,30.267,30.457,30.632,30.758,30.884,31.011,31.138,31.265,31.393,31.521,31.649,31.777,31.906,32.035,32.026,31.878,31.731,31.584,31.437,31.283,31.12,30.949,30.771,30.585,30.391,30.19,29.981,29.765,29.542,29.311,29.074,28.83,28.579,28.322,28.059,27.789,27.513,27.231,26.944,26.651,26.352,26.049,25.741,25.428,25.111,24.797,24.485,24.176,23.87,23.566,23.265,22.966,22.671
Eswatini,SWZ,Rural population,SP.RUR.TOTL,323413,328461,333349,338313,343667,349637,356356,364246,372587,381056,389400,397546,405558,413527,421572,429776,438068,449898,462912,476606,490991,506026,521635,537780,554391,571386,588710,606227,623580,640379,656275,671082,684768,697435,709241,720285,730670,741058,755037,767282,777342,784989,790535,794758,798799,803460,809084,815051,818485,822054,825462,828681,832681,836877,841535,846802,852654,859030,865789,872797,880000,887000,894000,901000,908000,915000,922000,929000,936000,944000,953000,963000,974000,986000,997000,1008000,1019000,1029000,1039000,1049000,1058000,1067000,1075000,1083000,1091000,1099000,1105000,1112000,1118000,1123000,1129000
Eswatini,SWZ,Rural population (% of total population),SP.RUR.TOTL.ZS,96.087,95.665,95.2,94.688,94.124,93.506,92.843,92.271,91.656,90.999,90.295,89.542,88.736,87.88,86.967,85.996,84.963,84.526,84.197,83.863,83.522,83.176,82.824,82.467,82.103,81.734,81.359,80.978,80.59,80.197,79.798,79.393,78.982,78.566,78.143,77.714,77.278,76.919,77.051,77.183,77.314,77.445,77.575,77.704,77.834,77.962,78.09,78.171,77.955,77.738,77.52,77.3,77.151,77.001,76.851,76.7,76.541,76.375,76.201,76.019,75.829,75.631,75.424,75.21,74.987,74.755,74.515,74.266,74.008,73.741,73.465,73.18,72.885,72.581,72.267,71.944,71.61,71.267,70.913,70.55,70.176,69.793,69.406,69.016,68.624,68.23,67.832,67.432,67.03,66.624,66.217
Ethiopia,ETH,Rural population,SP.RUR.TOTL,20726286,21163557,21625151,22107790,22605793,23115842,23630786,24151441,24718783,25323798,25974790,26687632,27449833,28211705,28904937,29486030,29933270,30276599,30587172,30965215,31483460,32166570,32994952,33939351,34951821,35996251,37064520,38169153,39322336,40543788,41843938,43226654,44678868,46169949,47661483,49159894,50636303,52086904,53525989,54979174,56463268,57985266,59538010,61121268,62729412,64359940,66010207,67672870,69226765,70820858,72461599,74153611,75887753,77667875,79458307,81245145,83021629,84790179,86546264,88290020,90022000,91738000,93435000,95110000,96760000,98385000,99980000,101546000,103076000,104568000,106018000,107427000,108790000,110108000,111379000,112604000,113781000,114909000,115992000,117027000,118018000,118967000,119871000,120736000,121545000,122296000,122992000,123630000,124211000,124733000,125196000
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,93.567,93.35,93.126,92.896,92.658,92.413,92.16,91.9,91.74,91.578,91.412,91.244,91.072,90.898,90.721,90.54,90.356,90.17,89.98,89.786,89.59,89.39,89.187,88.98,88.768,88.547,88.321,88.091,87.857,87.62,87.379,87.133,86.884,86.63,86.373,86.173,85.994,85.814,85.631,85.447,85.26,85.073,84.882,84.69,84.496,84.3,84.101,83.884,83.49,83.09,82.681,82.265,81.84,81.425,81.002,80.572,80.134,79.69,79.237,78.775,78.305,77.826,77.339,76.843,76.339,75.827,75.306,74.778,74.241,73.697,73.144,72.585,72.018,71.444,70.863,70.276,69.683,69.084,68.481,67.872,67.26,66.645,66.028,65.412,64.789,64.16,63.527,62.889,62.247,61.6,60.949
Euro area,EMU,Rural population,SP.RUR.TOTL,100538015,100180421,99791923,99215558,98600855,97956101,97230576,96393014,95630142,95073453,94414749,93809042,93471334,93153523,92800142,92530746,92285114,91929728,91570817,91218804,90886987,90511829,90286256,90135359,90077535,90086529,90037145,89766918,89576085,89626565,89581311,89487460,89435631,89284088,88966847,88632127,88302202,87959454,87596727,87258651,86939738,86612989,86247229,85899023,85568127,85210813,84822684,84503088,84159852,83669555,83090936,82147547,81607035,81191581,80797363,80325458,79832861,79252606,78652254,78051682,77303000,76505000,75671000,74808000,73923000,73030000,72122000,71202000,70268000,69316000,68352000,67371000,66379000,65374000,64358000,63333000,62302000,61263000,60216000,59165000,58104000,57039000,55979000,54926000,53878000,52840000,51810000,50789000,49782000,48787000,47800000
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,37.9097004214274,37.4336778685063,36.9449121014695,36.3886305564382,35.8335663914291,35.2803044245621,34.7290452889577,34.1849641586871,33.6884324291572,33.2682149737876,32.8583312707511,32.4684800244231,32.13458181571,31.822527327282,31.5218701921855,31.2684654444559,31.0461361455863,30.8032303471921,30.5589707312749,30.3166831488845,30.0766814578378,29.8381005423215,29.6824136751521,29.5731815821885,29.5046816753565,29.4518105360349,29.3624312034239,29.1935957514298,29.0344572170219,28.9269499030931,28.7799798192869,28.6169267011558,28.4679917305705,28.303801511416,28.1214249278177,27.9436661150339,27.7677248876178,27.5941045031806,27.422482584907,27.2462847367944,27.0578336208883,26.8527549073134,26.6092212845033,26.3586138303766,26.1131204633583,25.8700297857143,25.6321680492455,25.4033718250256,25.176851974827,24.9491093744682,24.7183018169972,24.490977120374,24.2763065365304,24.0708783421941,23.8719002095099,23.6607383322604,23.4470307182688,23.2300887806269,23.0082871485951,22.7823142790352,22.5557173069404,22.324511148137,22.0885333993029,21.8482329093591,21.6040566818539,21.356030820025,21.1046767477248,20.8497311702953,20.5918711848811,20.3306102401811,20.0663214250066,19.7992600882233,19.5295371016002,19.2570473610878,18.9827312194906,18.7065530469507,18.4288234773863,18.149854827815,17.8694722493419,17.5881519229683,17.3060821034447,17.0243321732798,16.7451530725488,16.4691622589234,16.1962482256712,15.926648299414,15.6604632907031,15.3981824873504,15.1389523990536,14.8833870815207,14.6310872486509
Europe & Central Asia,ECS,Rural population,SP.RUR.TOTL,295851260,295673924,295530374,295157171,294678031,293960553,292782552,291551695,290284806,289110410,287730765,286407287,285301240,284170788,282983400,281937018,281005677,279928324,278758309,277853395,277315749,276490969,275729849,274988940,274366675,273820784,273334722,272666876,271976413,271880458,271996317,272123724,272319987,272450744,272173218,271634888,271117794,270606990,270078271,269476612,268691060,267673400,266428698,265311756,264268033,263212150,262165579,261225564,260412506,259716288,259013149,258099680,257590436,257277892,256979724,256594068,256112541,255430310,254589521.5,253655342,252353100,250860200,249189200,247361200,245410200,243366200,241227300,238995200,236676100,234257100,231762100,229185000,226537900,223827900,221051800,218213700,215337700,212415600,209466400,206489300,203485200,200460100,197433900,194403800,191391700,188392500,185405400,182440200,179491100,176563000,173635700
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,44.4350344924846,43.9021031300316,43.3708146109982,42.8142711124375,42.2595267542323,41.6969772024563,41.1370748364493,40.5907631999796,40.0634718413885,39.5655373698054,39.0776174969704,38.6049009193785,38.1415898733706,37.6908596536732,37.2498282727317,36.8421552383706,36.4597111648288,36.0736043208588,35.6836293198626,35.3314297558286,35.0244114050791,34.6911243673777,34.3905414716113,34.1054673561401,33.8300269973718,33.5640443548729,33.3029200564566,33.0204186605964,32.7381717563455,32.5367029292605,32.393685929315,32.2612558363838,32.1531734514382,32.0545838444512,31.9439007813245,31.8274270861843,31.7171812077053,31.6100585129858,31.5021890423333,31.3871463468518,31.2584651224486,31.1014234732412,30.8997950074001,30.6891850192115,30.4771025909197,30.2629363056031,30.0497775107887,29.8350077461713,29.6232419142414,29.4226764962739,29.2290036734761,29.0531178102649,28.8784492404493,28.7062877565836,28.5344688675184,28.3554667172878,28.1712549191628,27.9833323611743,27.7898076733727,27.590851241082,27.387614431562,27.1768059876282,26.9592622316227,26.734912777552,26.5027729231846,26.2627707457416,26.0149170711717,25.759232910361,25.4966990121196,25.2275920432139,24.9522969235324,24.6712102259822,24.3843744237337,24.0920524248018,23.7948779124654,23.4933600113688,23.1879059187113,22.879157932038,22.5684365935568,22.2555776262622,21.9409960815816,21.6253778489541,21.3103809870755,20.9968478637482,20.6857953822775,20.3778224301694,20.0723306628761,19.7701240825606,19.4705326071275,19.1739637506461,18.8802035172
Europe & Central Asia (excluding high income),ECA,Rural population,SP.RUR.TOTL,138521448,138810262,139065686,139271853,139414252,139426549,139051368,138590625,138070989,137511107,136929069,136442472,135991339,135511326,135008652,134526064,134144205,133780337,133382257,133223223,133366807,133130456,132676499,132185783,131720024,131261577,130931551,130652749,130293886,130257843,130482866,130896909,131308372,131521307,131488088,131270502,131106450,130949501,130783135,130520167,130209447,129763434,129253292,128722022,128216058,127714026,127248088,126881304,126652121,126606338,126677180,126860348,127049447,127300758,127535645,127772284,127957756,128057498,128044562.5,127955945,127721000,127350000,126860000,126261000,125584000,124846000,124054000,123203000,122306000,121352000,120352000,119307000,118222000,117102000,115944000,114751000,113532000,112286000,111032000,109760000,108474000,107173000,105858000,104524000,103195000,101860000,100522000,99189000,97852000,96516000,95172000
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,54.2597193326083,53.5099284839018,52.7626579986204,52.0166363811401,51.2722540371771,50.5136633972688,49.7693398204474,49.0243130397235,48.2813512909534,47.5433900120082,46.8178539622093,46.1364017319279,45.4806560317034,44.8299422681419,44.1856864652038,43.5684836858849,42.9743863426774,42.3993640889424,41.8298439629657,41.3420223577261,40.946751360142,40.4384430295844,39.8882482679571,39.3375246288658,38.7767978124149,38.232511587529,37.7404977127722,37.2734638452084,36.8073418905991,36.4777753712885,36.3144738751743,36.2056321128899,36.1333584278734,36.0590819105189,35.9750018788532,35.8801462133843,35.7965868415282,35.7152244088717,35.6305975942889,35.538762224827,35.4365746560422,35.3114922857452,35.163689180746,34.9888449275333,34.8054649200553,34.6177184161218,34.4287243952875,34.236798701185,34.0458646887214,33.8598198159662,33.6853556670142,33.5277579064387,33.372355641886,33.2143237997625,33.0533355948376,32.8879859779121,32.7179927761337,32.5433084718962,32.3640693970563,32.1812419709413,31.985312358819,31.7823507187422,31.5726612103187,31.3555568828073,31.1288564045362,30.8920182043129,30.6441402221223,30.3855348421959,30.1175727463684,29.8409494495442,29.5561751412707,29.2636268871245,28.9634829131337,28.6560840909258,28.3423947697144,28.022952788075,27.6982585877118,27.3692012752609,27.0387335002265,26.7055125107663,26.3697834597433,26.0315035693033,25.6906560560721,25.3481768143778,25.0067737747028,24.6669449695473,24.3280069264614,23.9913231672363,23.656131955189,23.3231353380552,22.9924048859211
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population,SP.RUR.TOTL,168966768,169187978,169429484,169644180,169798207,169750231,169331490,168968189,168506413,167937674,167291446,166676131,166131183,165555152,164969152,164443891,164012143,163537503,162968759,162652999,162678518,162342364,161791933,161185369,160592585,159996249,159512640,159064288,158506801,158329071,158436829,158569962,158781350,159036731,159051032,158824168,158617965,158436735,158259481,157976215,157484658,156817125,156110575,155502927,154938662,154378288,153851856,153339618,152960460,152852382,152829423,152977175,153156498,153405708,153633346,153841892,153980840,154017527,153930136.5,153757178,153400000,152903000,152273000,151522000,150674000,149745000,148741000,147657000,146508000,145283000,143995000,142645000,141239000,139783000,138275000,136717000,135124000,133493000,131846000,130172000,128480000,126773000,125057000,123330000,121614000,119898000,118184000,116481000,114777000,113080000,111376000
Europe & Central Asia (IDA & IBRD countries),TEC,Rural population (% of total population),SP.RUR.TOTL.ZS,54.9524967823815,54.2100907919749,53.4899464256769,52.7696883113758,52.0500237199798,51.3189505836302,50.6073246587878,49.9082222484908,49.2087533176973,48.5114117072052,47.8250411067754,47.1617926427542,46.5127590405211,45.8675664794411,45.2283316184121,44.614302511897,44.0191070930857,43.432897450655,42.8451591424426,42.3378175636151,41.9178249330008,41.4053414900083,40.8605750903652,40.314455183971,39.7592318938866,39.2185353556229,38.72227305112,38.2474511678538,37.7733323512283,37.4319448651143,37.2438811915168,37.0946628257029,37.0004924432869,36.9368801455169,36.8665770343555,36.7854923219316,36.7124879595312,36.6423001038524,36.5701546157585,36.4920075636984,36.4030789682996,36.2866658314996,36.1501746909866,35.9979849734022,35.839077039636,35.6760866476843,35.5115300113707,35.3387962410664,35.1651222910543,34.9986868198471,34.8412402657673,34.6992852704367,34.5654397061769,34.4306195130197,34.292611335926,34.1481500182984,33.9958858688298,33.8362220638128,33.6699857584596,33.4979122177527,33.3109239973073,33.1158272431149,32.9125489559084,32.7003919380006,32.4766332066638,32.240752773669,31.9917790938518,31.7301033932942,31.4569210668705,31.1730610485887,30.8789968069206,30.5750832425944,30.2615219066229,29.9387874595729,29.6077031307212,29.2690120013787,28.9232198864682,28.5712759864992,28.2160072184628,27.8562910197837,27.4928052990732,27.1262919819234,26.7580376779158,26.3892222481363,26.022087418902,25.6570384846663,25.2935366995253,24.932717063199,24.5738680107734,24.2176553924109,23.8640896320612
European Union,EUU,Rural population,SP.RUR.TOTL,147482007,146816702,146174377,145361282,144520284,143571368,142579591,141631021,140712405,139938082,138983627,137999459,137319686,136665732,136003821,135474689,134975600,134318664,133577700,132850932,132191041,131620737,131243288,130914822,130666146,130469070,130206394,129719424,129284257,129077671,128796846,128378377,128090427,127956846,127678860,127320243,126929964,126544765,126150573,125772749,125253571,124617190,123919996,123399627,122915396,122398830,121849700,121296150,120724015,120090967,119335939,118260975,117601610,117080051,116581489,115989540,115358720,114625095,113861477,113088432,112108000,111073000,109986000,108855000,107682000,106478000,105235000,103960000,102648000,101297000,99918000,98501000,97059000,95587000,94092000,92570000,91037000,89484000,87915000,86338000,84746000,83151000,81569000,80005000,78452000,76918000,75400000,73898000,72415000,70951000,69496000
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,41.3223589244219,40.7825962606202,40.2461968453329,39.660229864994,39.0753519305398,38.487606680869,37.9161589144346,37.3777517991552,36.8737947163846,36.4216288226333,35.9760251450219,35.5309764750259,35.1205748540538,34.7286256561859,34.3487890433062,34.0118129843213,33.704003475079,33.3772755833459,33.0415603052375,32.7177235096865,32.4096271015108,32.1377406282361,31.9407879884483,31.777415245182,31.6435557392208,31.5200173878408,31.3692623829207,31.1599433520662,30.9549415012834,30.8007487387763,30.6310561250914,30.440854277418,30.2840091626781,30.1542403010545,30.0138978620252,29.873120704546,29.7331688058598,29.5984792079001,29.4668692434026,29.3302715862647,29.1742884474877,28.9877781712867,28.759616802207,28.5372520511044,28.31889430464,28.1000692086783,27.8833513865505,27.6636013598585,27.44496902841,27.2365887746219,27.0276737627543,26.8319423271505,26.6431118240075,26.4605941416916,26.2821512408533,26.0918158955101,25.8949266425876,25.693131386528,25.4850420490126,25.2704786784899,25.0547596803247,24.8334299984797,24.6058057978537,24.3719237370673,24.1313441804805,23.8838375298617,23.6297650494331,23.3690136133634,23.1021948609342,22.8292953063694,22.5505140018597,22.2662387637973,21.9765326649323,21.6815214281826,21.3819853492589,21.0782158468639,20.7704894604393,20.4593361645796,20.1449744102066,19.8278920974669,19.508801163923,19.1894744124971,18.8730462887552,18.5607135612173,18.2520276410962,17.947230619002,17.64637572786,17.3496269172166,17.0563956086922,16.767028897076,16.4810786307679
Faroe Islands,FRO,Rural population,SP.RUR.TOTL,27213,27310,27367,27407,27425,27431,27463,27629,27784,27954,28106,28245,28391,28529,28660,28775,28865,28943,29200,29510,29822,30126,30427,30727,31043,31384,31760,32167,32540,32812,32811,32440,31842,31185,30572,30080,29731,29605,29661,29784,29753,29526,29274,29069,28918,28738,28605,28532,28436,28335,28246,28173,28120,28082,28056,28044,28048,28074,28097,28124,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,27000,27000,27000,27000,27000,27000,26000,26000,26000,26000,25000,25000
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,78.617,77.859,77.038,76.195,75.331,74.447,73.672,73.277,72.878,72.476,72.049,71.583,71.112,70.638,70.158,69.674,69.185,68.693,68.645,68.73,68.814,68.899,68.983,69.067,69.151,69.234,69.318,69.402,69.485,69.568,69.406,68.846,68.128,67.404,66.67,65.929,65.178,64.646,64.346,64.14,63.663,62.825,61.978,61.286,60.753,60.219,59.853,59.659,59.464,59.269,59.074,58.912,58.775,58.637,58.499,58.362,58.223,58.086,57.936,57.775,57.602,57.417,57.221,57.013,56.794,56.563,56.32,56.065,55.798,55.52,55.23,54.928,54.614,54.288,53.951,53.601,53.24,52.868,52.483,52.087,51.68,51.261,50.832,50.391,49.95,49.509,49.069,48.628,48.188,47.747,47.308
Fiji,FJI,Rural population,SP.RUR.TOTL,276692,284064,291695,299284,306409,312798,318333,324000,329365,334514,339625,344781,349928,355036,360034,364883,369462,375018,381053,387751,395358,404160,413866,423493,431694,437578,440705,437927,433144,428634,425406,423731,423186,423285,423282,422638,421356,422275,423099,423188,422469,420799,418292,415505,413191,411862,411749,412601,412993,412665,411242,408558,404887,400725,396697,393262,390529,388346,386541,384905,383000,382000,380000,378000,377000,375000,374000,372000,371000,369000,367000,366000,364000,362000,360000,358000,356000,354000,352000,350000,347000,345000,343000,340000,338000,336000,333000,331000,328000,325000,323000
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,70.319,69.752,69.177,68.597,68.009,67.418,66.82,66.396,66.013,65.629,65.242,64.853,64.462,64.07,63.676,63.279,62.881,62.681,62.531,62.381,62.231,62.081,61.93,61.779,61.628,61.477,61.325,60.673,59.915,59.155,58.389,57.619,56.844,56.067,55.287,54.504,53.718,53.268,52.877,52.485,52.092,51.7,51.308,50.915,50.521,50.129,49.736,49.343,48.854,48.342,47.829,47.317,46.804,46.294,45.784,45.274,44.765,44.258,43.752,43.25,42.753,42.26,41.771,41.287,40.808,40.334,39.864,39.399,38.94,38.485,38.035,37.591,37.151,36.717,36.288,35.865,35.446,35.034,34.626,34.224,33.828,33.437,33.052,32.673,32.299,31.928,31.559,31.192,30.828,30.466,30.106
Finland,FIN,Rural population,SP.RUR.TOTL,1980489,1948522,1924044,1899880,1872544,1841101,1810359,1782653,1753154,1715054,1671905,1636243,1606899,1577275,1546998,1515623,1482252,1449014,1416158,1383190,1351318,1318646,1285267,1252696,1219718,1185942,1152471,1120036,1088226,1057858,1028850,1010620,1001945,992568,982659,972370,962241,952617,942729,932575,922245,914750,909949,905083,900709,896820,893317,890197,887391,884704,870472,845258,820704,809047,809669,809601,809183,808330,806259,803426,801000,797000,793000,789000,784000,779000,773000,766000,759000,751000,743000,735000,726000,717000,708000,698000,688000,678000,668000,658000,647000,637000,626000,615000,604000,593000,583000,572000,562000,552000,542000
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.71,43.679,42.838,42.002,41.168,40.342,39.52,38.705,37.894,37.092,36.296,35.477,34.634,33.803,32.981,32.169,31.366,30.577,29.798,29.03,28.273,27.472,26.627,25.798,24.985,24.192,23.433,22.709,22,21.309,20.633,20.157,19.872,19.591,19.312,19.037,18.777,18.534,18.293,18.054,17.817,17.632,17.497,17.362,17.228,17.095,16.963,16.832,16.701,16.571,16.23,15.687,15.159,14.875,14.825,14.775,14.725,14.675,14.618,14.554,14.483,14.404,14.319,14.227,14.128,14.022,13.911,13.793,13.668,13.538,13.402,13.261,13.114,12.962,12.805,12.644,12.477,12.307,12.133,11.954,11.773,11.588,11.4,11.21,11.023,10.838,10.656,10.477,10.3,10.126,9.955
Fragile and conflict affected situations,FCS,Rural population,SP.RUR.TOTL,149746842,152302469,154948972,157661661,160454181,163297546,166249864,169285316,172395122,175568130,178797674,181967334,185228751,188644533,192411820,196423866,200714733,205274708,209979034,214683076,219201160,223298049,227234061,230927170,234399624,237852906,241313742,244789465,248500139,252610506,257703885,263100644,269006683,275260091,281722760,287939081,293845663,299446090,304949826,310569914,316472473,322242181,328321469,334607345,341040669,347500680,353982178,360887149,367295561,373717589,380118152,386823779,393679898,400508659,407257899,413597357,419829531,425964163,432103196,438387014,444846200,451521200,458366200,465271100,472117100,478790000,485274000,491581000,497720900,503716900,509589900,515322900,520903800,526336800,531621800,536768800,541776800,546590700,551197700,555593700,559784700,563777700,567556700,571128700,574491700,577626700,580532600,583218600,585664600,587880600,589866600
