Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Gambia, The",GMB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,900298561.77292,944413183.287107,977467632.444173,1040025551.63557,1097226959.22541,1160866125.52931,1123137974.71176,1200297549.32606,1284918526.56131,1254700720.29747,1247729841.77412,1285701374.04879,1366133637.45789,1457196339.40745,1543292392.54605,1417815865.36988,1492131665.73837,1534997158.54229,1513393877.23254,1574808517.71584,1605412711.08929,1682835525.09159,1804586829.80976,1913886426.74237,..
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,773.39190988756,786.666164070671,789.474110000342,814.343965456665,832.681536905817,853.531591317315,799.807140347672,827.834232340336,858.600296928359,812.76633858754,784.023225291556,784.036919305198,808.705243613652,837.334898259103,860.637873688125,767.155353643339,783.266692810892,781.681804777938,747.708731949503,754.992433680038,747.002735090329,760.124705650582,791.450044695264,815.215545192783,..
Georgia,GEO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5579186155.55747,6166063047.10061,6357513306.22996,6539926704.60983,6660152862.91627,6980203396.62444,7362288338.9472,8176463427.07082,8650248301.55981,9479770268.95091,10372742886.2052,11677525383.3677,11959954702.7672,11523354926.1179,12243505582.6741,13149524979.5255,13987019317.7155,14493531996.848,15135874439.1589,15593311953.5165,16046522019.2231,16823591412.0209,17642889340.8,18521919918.9315,..
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1242.11042537745,1417.51410823633,1498.13903743442,1573.15964829381,1633.53908984437,1738.80289565131,1850.51164541222,2069.08139285388,2202.57179199148,2429.17247233762,2673.14827416342,3025.14181631106,3107.73371370316,3020.99872251,3233.29594347421,3500.52748852583,3751.00347121289,3898.55468450868,4069.42449513792,4185.81387084247,4304.89617565185,4512.76109468254,4734.37739334704,4978.49949788261,..
Germany,DEU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2864208132590.55,2915539348573.19,2974256351379.31,3030388336119.11,3118648486219.2,3171087577547.24,3164809653866.02,3142652293395.54,3179581227513,3202846451125.74,3325081225495.15,3424050776251.82,3456917525175.73,3260086299007.79,3396354075663.73,3529667518065.22,3544439091712.21,3559949248922.8,3638607873711.72,3692893411745.64,3775244929946.31,3873475897139.37,3922591386837.48,3944379455526.15,..
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,34965.6844508481,35540.2875272631,36250.5549565626,36910.8327257826,37934.4517828233,38507.4737778722,38366.6795456265,38076.9815087939,38532.7840538701,38836.7757824923,40364.4632067864,41621.5118402428,42101.0040357854,39804.5722815573,41531.9341978689,43969.7074500187,44070.9085651782,44143.1278111535,44930.7921305433,45208.062454025,45844.6381197286,46862.0419736415,47313.845816417,47446.7298463769,..
Ghana,GHA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15552651204.6732,16205296043.4189,16967008294.8201,17713556131.4935,18368957715.4293,19103716042.1579,19963383183.424,21001479123.7299,22177561952.4297,23486038976.1393,24989124920.7416,26075356991.7489,28461199738.5771,29839998859.5149,32197272797.2028,36720063512.617,40132381684.0787,43067072130.7646,44314914204.6037,45280184654.5808,46841351687.5478,50655852124.958,53828671662.4136,57315905531.1852,..
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,890.631625895472,904.869597211617,924.272163663049,941.59143632617,952.803305104268,966.937574614734,986.022301142313,1012.10489177674,1042.55477657187,1076.61812539208,1116.63003289199,1135.49112995427,1207.83445550869,1234.54027272067,1299.34494946039,1446.37163070702,1543.76398423026,1618.59784984947,1627.76028143369,1625.90582584245,1644.59800912297,1739.46749204249,1808.32722017919,1884.28485989233,..
Gibraltar,GIB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,216306197301.467,226005797514.668,234808508252.913,242023225859.984,251509981372.056,261901398998.993,272175455285.612,287946746352.286,302519710334.247,304332233357.346,321534410827.606,332060633365.953,330947657598.659,316714479471.347,299361576293.332,272022397785.883,252163418787.664,243989731368.377,245794710927.096,244718538540.741,244251242735.478,247927466714.431,252723302886.973,257451427354.904,..
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,20389.3180474198,21198.7906413931,21902.7387834769,22489.3158923419,23275.4442214831,24111.4174453959,24965.5940233483,26349.2772605123,27614.4059062542,27698.5106057173,29176.3928288023,30054.889337735,29874.7434268698,28514.8100044636,26917.7589549077,24495.7111078528,22830.5267226682,22251.257305343,22565.6804352806,22615.3945607527,22666.2861968984,23052.9862132037,23546.6394661725,24024.2340007051,..
Greenland,GRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1523968937.25218,1546354919.00926,1666320851.33621,1689280827.15457,1809246741.70089,1832206717.51925,1814412741.59421,1894792055.61779,2025657438.5235,2126686936.57652,2244839174.26788,2297647623.61978,2439323625.11335,2460447004.85411,2503156060.52524,2490727405.27373,2525452961.36271,2492665493.14557,2610871072.70497,2544833840.08108,2663981792.64238,2676463789.76192,2762593126.01127,..,..
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27262.4139043324,27613.480696594,29702.688972125,30111.9577032899,32193.0025213682,32514.7598494986,32051.665664368,33379.583469,35593.4254981198,37352.8925366913,39539.9157055674,40626.7814272793,43305.7027608534,43684.587199796,43988.3324931946,43781.4625641366,44454.3735497748,44131.2517597431,46378.3830305527,45351.1394675318,47413.6224796636,47647.6498925073,49311.7670601587,..,..
Grenada,GRD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,491140636.967902,515773769.13944,576395254.526779,616157088.234607,646274551.793201,633194600.876292,654959547.879999,716944745.47362,712302884.452897,806869556.877354,774632469.576978,822066708.874271,829856141.34603,774975419.935199,771013259.259259,776911332.002809,767936889.427134,785994301.613538,843718324.581439,898080308.938223,931629123.871905,973018986.291747,1013313189.65886,1032710908.67509,..
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4862.73043799469,5078.16287907923,5649.77067982845,6015.27929001296,6284.69996784302,6132.69475613606,6319.92924986007,6893.36806378174,6826.29001746957,7709.36219678155,7382.16261402016,7815.06520462279,7869.21693735805,7325.6710994073,7257.75662232319,7274.72313572427,7147.1891873791,7266.28734042283,7747.50073076196,8194.2381676678,8449.30776858458,8775.89864433273,9091.76153084554,9220.3861385417,..
Guam,GUM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,4357462610.12088,4397577340.70887,4680386191.35423,4845859455.02971,4660328826.06023,4698437820.11883,4779670149.55952,4794713173.53001,4895000000,4901017209.5882,5000301167.79348,5091562179.88117,5179814587.17476,5203883425.52756,5218926449.49805,5231963736.93915,5217923581.23335,..,..
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,27723.4603891235,27882.7097948152,29603.7734824842,30592.1607999249,29375.276247165,29578.3856170959,30054.0138683035,30112.6271684902,30700.4340081784,30690.4366504784,31252.6636152997,31741.5211298832,32169.5644356757,32151.9120777962,32027.5816012056,31847.6496791422,31477.266910582,..,..
Guatemala,GTM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,25246252731.121,26348021900.5044,27663717706.7693,28727958127.7674,29764712426.8078,30458996623.8662,31636732106.3049,32437391854.8705,33459844956.9914,34550673405.3671,36409422518.6929,38704692062.2932,39974623912.5379,40184907610.1469,41338008612.7727,43058516760.8283,44337293310.6194,45976702905.2754,48019897391.0469,49984953507.6393,51323452093.7417,52875180869.6924,54575068364.2656,56673426295.8426,..
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2395.97529635457,2442.26342242728,2504.36169373576,2539.80726927773,2568.19035585012,2565.71030221089,2604.37828586094,2612.6878145099,2638.35041910946,2668.35760310063,2755.50694024087,2871.90348296609,2909.50971461775,2870.31158935321,2898.94221470448,2965.15320617913,2999.42276262614,3056.15268360652,3137.26029117959,3210.86967002297,3242.63692893541,3286.74128251609,3338.54745773772,3413.23401299435,..
Guinea,GIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4353382032.821,4578957026.80073,4745819772.49791,4926730613.6999,5050049664.66574,5234797978.34186,5505154850.23621,5573892283.07203,5704327901.37202,5875302156.37975,5943715439.22186,6349521090.82652,6612176405.91288,6538276170.45722,6853467857.61127,7238091620.51672,7666363112.75125,7968017943.81165,8263428353.59454,8578674004.45187,9507642041.84692,10486920351.1699,11137085784.5893,11760762588.5181,..
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,583.26757571711,597.613182695384,603.733874852627,611.655842241012,612.815814213758,621.925579466547,641.172537091599,636.79116434294,639.087177546118,644.95855038555,638.599337542001,667.09529537599,678.95242098947,656.159015644207,672.424402562443,694.603115398212,719.709185240788,731.493337698138,741.049717311276,750.403076362942,809.957816531762,869.018973228085,897.116199584169,920.878243870497,..
Guinea-Bissau,GNB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,810651194.613687,863343522.263576,620744167.51279,627110131.162293,661143318.756818,675615129.916068,668959121.500693,672762222.180297,691339891.574783,720833135.301971,737479752.961763,761543388.798536,785939943.830195,812418063.720646,849878424.225986,918589222.831338,902856701.263582,932252851.108459,941244996.210155,998981744.956949,1061546030.00075,1124380814.48131,1167107285.41297,1220795318.15268,..
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,729.768736267006,762.327504625634,537.733681383879,532.744555331813,550.356087905377,550.5760137397,533.267584756618,524.241877168948,526.337344707682,535.963310582685,535.344021848271,539.511292818239,543.175333138573,547.480670278705,558.176134508158,587.713171897779,562.534899997808,565.599206378895,556.147073076285,575.052149926692,595.558793943771,615.038850552038,622.686699691974,635.525710129137,..
Guyana,GUY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2556819722.35652,2714848199.95988,2669263061.767,2748277300.56868,2710796187.43185,2772589373.73872,2803992468.58303,2786264915.89593,2829824047.32526,2774615380.50227,2916942310.18393,3126707592.76031,3181586650.26664,3296489989.99133,3432913353.15303,3611297765.19071,3801841398.31173,3940738159.7936,4007194772.69214,4034740151.66708,4188362214.33963,4344776377.54891,4537727059.03557,4780623910.20389,..
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3360.72098575375,3581.73568869465,3541.17931508614,3665.96320609849,3630.29561135353,3720.56770039253,3764.81455631465,3739.23517485359,3794.66762052207,3718.51107667127,3908.3133494706,4188.63562931906,4260.19580468393,4408.73429553833,4580.66246237575,4802.07886566818,5032.89175430697,5190.06454729595,5249.27922226432,5257.45623282203,5429.79884301308,5604.56486285706,5825.03691769949,6107.3474195403,..
Haiti,HTI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8954865947.4818,9197069452.67949,9397734824.98538,9652436745.27247,9736418664.68205,9703874560.84488,9793586173.28385,10122590710.027,9997759780.27431,10359440139.3249,10540167022.1847,11127267580.4092,11403034356.9914,12122895414.81,11661585823.2282,12379266071.7394,12447744029.0789,12831758005.4701,13268265826.9375,13482802422.5256,13715049739.7191,14028593229.4587,14262565847.8728,14022671611.2262,..
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1135.35194630279,1145.23511979857,1149.61500939308,1160.28015498301,1150.35938497197,1127.20160115399,1118.73639054435,1137.35645224224,1105.0817606918,1126.60311882835,1127.91969234013,1171.86763642174,1182.08052563618,1237.27684222037,1172.09854332066,1225.63107621733,1214.3038757536,1233.74304773067,1257.77379512249,1260.60020357319,1265.22949230663,1277.37440451891,1282.23862032506,1245.01249625003,..
Honduras,HND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9159305711.61351,9580458196.18046,9924418971.10797,9851409875.22264,10569704556.9194,10857538040.412,11265166701.8573,11777398118.373,12511401249.9967,13268415996.7103,14139785190.6771,15014801358.9561,15650167709.792,15269613868.5127,15839344591.9842,16446892853.4328,17125933703.7093,17604014377.0727,18142359318.8949,18839040425.3557,19572439031.3461,20520315403.82,21278895971.0264,21843374258.6677,..
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1559.08144615655,1584.67336798945,1595.4616099187,1539.96831952578,1607.67968481287,1608.06865379939,1625.73760735912,1657.3134583985,1717.90223690812,1778.85007098289,1852.13954062011,1922.87465546677,1960.93922466572,1873.39410896665,1904.34646496881,1939.33862702996,1982.00973784495,2000.79244876186,2025.81419478885,2067.29003376698,2111.19316426974,2176.29516512704,2219.43646867526,2241.23866547752,..
"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,140519331643.761,147685471256.725,138997641902.071,142481906630.085,153401113670.387,154261424693.309,156817135261.342,161609918918.414,175669937521.533,188648846516.7,201915881901.268,214969441362.31,219543765617.888,214145031721.477,228637697575.04,239645793589.693,243720447901.352,251279570348.289,258221046638.21,264386829327.016,270122507356.178,280362944356.644,288346170948.938,284743319786.036,..
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21835.0293906861,22758.3054037763,21241.4447334186,21566.9275153386,23015.9210308158,22975.0569222865,23252.492587794,24010.5067627049,25896.6518053413,27688.7287202343,29446.2501496651,31081.566930629,31553.6183302033,30711.4834387158,32549.998231121,33888.4826050248,34086.2991988018,35002.5171472355,35717.6909382682,36260.5885544438,36818.4864046258,37929.4268377564,38698.9895247535,37928.3533295197,..
Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,92727668359.0505,95642218651.3493,99372263643.2719,102424015561.338,107011783045.671,111371542205.075,116651982722.029,121416660935.602,127272408583.735,132673369639.58,138021450771.415,138355712640.943,139819916274.643,130452605289.135,131916516051.985,134471881165.37,132615331004.73,135082972930.623,140795565306.983,146173151085.081,149301250250.029,155746258233.436,164164801546.821,171680578830.973,..
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8992.87441130256,9294.23728396786,9679.20772402778,10004.7585268456,10480.0790292785,10932.0943672052,11483.0676330881,11986.3801415504,12592.3191951254,13152.8219199123,13704.3372223854,13758.8245408056,13928.800324784,13015.7797876943,13191.6212644696,13485.3151480551,13367.9931241148,13654.2861901501,14270.1081386959,14850.4252030047,15213.0528173847,15912.0146344436,16793.3841512184,17572.310646757,..
Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8523253281.73252,9014233171.14654,9653843546.86969,10044153275.5792,10535472401.9616,10946230528.7092,11020793077.3138,11270759756.5591,12177177341.3254,12947992673.5017,13627609656.7311,14903878824.4529,15200761233.3471,14170572950.1908,13683689692.6583,13941164772.9317,14121903276.0271,14705681737.0102,15011945671.3278,15724860715.2866,16766952995.5844,17529175812.0829,18197812726.7255,18546969949.7599,..
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,31694.8537154075,33247.1495793372,35226.9630642543,36210.6751204272,37465.451901501,38412.1393584867,38330.1269022435,38928.9887661313,41692.0963225943,43635.0154464998,44859.8325665482,47835.3826298533,47889.384946307,44491.7345115393,43024.9234930663,43700.7929837928,44032.4251862306,45420.9910212692,45853.9634294924,47533.6992436457,49985.1030905302,51045.9400468343,51592.6546100899,51332.1412452913,..
India,IND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,699374141678.858,727697541481.731,772701383365.473,841052658954.873,873357417209.469,915487884378.979,950312817570.94,1025011030242.9,1106222004443.92,1193872737485.77,1290107626116.85,1388940385493.75,1431812781420.86,1544380310593.35,1675615335600.56,1763440111904.05,1859659734290.56,1978419583617.95,2125024977747.68,2294947360719.64,2484425233783.8,2659423696537.16,2822169439126.61,2940156656485.46,..
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,711.928833661777,727.043180807709,757.934112688248,810.217283197063,826.592493112359,851.616569294484,869.201387421835,922.167960042853,979.283847700059,1040.31231291865,1106.9264701603,1173.87530979278,1192.51173233371,1268.24921034763,1357.56371913262,1410.426304742,1469.17761007839,1544.61924724913,1640.18070024053,1751.6644288593,1875.73216110843,1986.63290974892,2086.45075048648,2151.72603537868,..
Indonesia,IDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,471391045244.884,493545853299.545,428759443957.88,432151471748.063,453413616927.798,469933589927.666,491078136159.835,514553483744.125,540440020890.984,571204954434.658,602626663572.802,640863459320.349,679403088245.167,710851782010.38,755094160363.071,801681840622.493,850023661688.382,897261717986.534,942184637117.353,988128596686.365,1037861792572.64,1090479163407.98,1146853725883.45,1204479845861.69,..
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2358.11980727244,2433.3407355545,2084.14288145911,2071.52468259901,2143.65950412517,2191.57417695176,2259.30770358823,2335.59404450348,2420.39718164001,2524.22242375952,2627.90524538688,2757.8936698443,2885.30927484934,2979.00471389962,3122.36281521649,3270.61948985328,3421.27352044829,3563.29986394283,3692.97344616041,3824.27488523624,3968.05591117705,4120.52187883992,4284.68582525458,4450.72450013922,..
"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,288339805940.121,289729738951.074,296039540228.965,298572035956.852,316062584672.061,318523570377.292,341666063245.082,371509174024.685,387760877305.698,400129689618.902,420135354881.566,454400642918.223,455540536710.098,460129585831.779,486807615326.147,499687171631.335,462487675168.844,461590109284.624,482839035523.129,476462445364.325,540290510518.275,560579480599.318,526799081478.73,491059895654.689,..
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4628.62470872619,4588.9557019275,4627.65427318618,4607.53057607939,4816.30882567067,4793.49626790034,5077.90888219505,5453.51074001954,5623.69359469475,5735.61106851669,5954.74146438264,6369.82193076155,6316.37162536933,6309.64160854798,6599.66093791004,6695.08228331152,6122.43208981298,6035.28220098466,6232.93541757903,6070.18728372393,6790.63900593297,6948.70492458362,6440.06539243446,5922.52758728661,..
Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,52094097579.2159,63157808351.712,85172785423.1609,100148091468.551,101556649072.478,103897851433.349,96728711952.1099,64710698306.5191,99756572239.9948,104146477324.797,114725883865.126,116306345516.024,125876156193.636,130129887999.988,138461538461.538,148910498585.205,169663306241.921,182557717516.307,183835621538.911,188390451687.43,217049278944.965,211634674433.22,210441868664.725,219703225580.148,..
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2506.56375884432,2945.85183230376,3851.47587704516,4392.06255488763,4322.00368984632,4291.84893012814,3879.71387008396,2523.37541499716,3791.03087280521,3868.41165945643,4179.73497442399,4167.00627345735,4434.48469501687,4491.3940701394,4655.42499467885,4846.5108098279,5320.26490181897,5505.84920903117,5342.20281607722,5295.99318096283,5928.58596226816,5635.65916551479,5475.46596375893,5589.02158223942,..
Ireland,IRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,115108590024.814,127659720315.012,138755064392.648,153329286244.573,167812388307.177,176670249512.713,187128803885.57,192780034654.155,205737462305.884,217464682083.501,228492099818.956,240657630563.929,229875245850.048,218199393693.344,222148757577.891,222911707742.228,223414852436.073,226434603200.285,245809906067.726,307661905045.932,318977143229.692,344958776557.393,373141462633.956,393849945070.162,..
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,31644.8862064474,34745.1766167148,37373.1284200614,40835.6924321579,44101.1076779082,45695.5885888996,47591.8937578685,48236.9627619009,50546.4911855512,52276.2446732075,53466.0663172859,54708.0708415634,51202.3594935362,48110.5517610659,48715.1769134801,48669.78591271,48573.3774355076,48971.3697950535,52774.5013821565,65432.7347200181,67077.7438875899,71755.9673896497,76662.6745898471,79703.4116080567,..
Isle of Man,IMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2366963657.51213,2570522532.05818,2917543073.88604,3317246475.00843,3493060538.18386,3681685807.24579,3909950327.29503,4144547346.93274,4360063808.97323,4617307573.70266,4972840256.87776,5345803276.1436,5607747636.67463,5725510337.0448,5920177688.50433,6038581242.27441,6479624483.75366,6747992293.01113,7095871748.04574,7068495987.78661,7559919845.43165,7774450691.86326,7946530818.73935,..,..
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,32478.4387265311,34807.3464056626,38930.1612410237,43647.4056263526,45399.2089806977,47381.5143204998,49924.0318610668,52539.7716511934,54829.7762697841,57497.1368370918,61177.8342483578,64869.9552973449,67152.2205857478,67857.0960586518,69766.5211886388,71137.5402572204,76652.0114482351,80356.2004978938,84992.7144984398,84923.1802843382,90769.5059905106,92998.0465066539,94514.9186904784,..,..
Israel,ISR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,145792366294.495,151521529029.364,157456465987.376,162360600462.271,174464879024.344,174672180552.183,174646223269.233,176341092459.587,183722523238.285,190909184854.182,201532202604.137,213167629065.822,219555160962.208,221584427356.233,233995676087.698,245188853423.67,250723348308.695,261123489447.568,270937032854.469,277141740528.213,288177653283.033,298369641484.721,308674441424.623,319390655678.165,..
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,25613.5569737342,25963.2503477319,26370.2002993428,26507.8531366974,27741.2750873499,27127.2217040198,26582.377970964,26360.0897588214,26982.3062473615,27547.8254071633,28571.1332498032,29688.6713368647,30039.8370405823,29601.4250502609,30693.5930646542,31572.9034257475,31695.0064229435,32399.4651588272,32977.9608377216,33071.4120986877,33720.764484324,34243.0125767185,34749.6781898301,35278.9210208615,..
Italy,ITA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1891793856119.88,1926417698714.46,1961297709650.38,1993183067821.68,2068664016522.73,2109031337731.45,2114387075159.67,2117318184220.94,2147460202201.58,2165023183424.84,2203790947646.15,2236562927372.39,2215046904823.43,2098071668645.46,2134017843247.16,2149112463084.11,2085049445706.12,2046662320727.41,2046569247891.33,2062497785388.09,2089175425581.32,2124019926800.66,2144072575240.17,2151420719257.08,..
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33270.9199259828,33861.928319162,34465.1191017075,35019.5369777998,36329.2489368805,37017.3699581292,37056.14917483,36942.9393820643,37227.1479400919,37347.6359290146,37902.3070926424,38272.2040964632,37653.7480014558,35503.1510279269,36000.5201179254,36192.8663751007,35019.4718880864,33978.551774946,33666.6919106164,33961.4361902228,34459.2057152238,35086.4783019615,35485.1062802569,35680.1597080093,..
Jamaica,JAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12565571926.8213,12422266621.264,12132262155.6894,12259368696.224,12367092203.9155,12533420883.1691,12783749763.451,13252442630.0466,13427868539.4743,13547886551.3215,13940656764.6644,14140280561.9417,14025498714.6735,13417261898.4709,13220556882.7046,13449322261.4302,13366792372.9159,13433834934.7019,13526726962.4395,13651535656.2906,13839331467.609,13978190519.7291,14249490164.8509,14349236596.0048,..
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4911.04127972092,4807.5350054971,4650.38434438528,4656.62062207604,4658.56313156003,4685.91300382961,4747.3024861999,4891.21637817991,4927.63105504898,4944.47872915523,5061.21889926376,5108.06395643915,5041.74115405343,4799.01435544021,4704.05445468166,4759.25695989892,4703.08640587979,4699.26632430998,4704.72595468163,4722.0465213814,4761.94016718831,4785.65354700462,4855.26207081811,4866.98734957066,..
Japan,JPN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5220789001962.18,5276967053208.52,5217421238318.99,5204275722617.37,5348935478913.05,5370670124202.18,5377007127019.29,5459179633303.4,5579537505147,5672306823996.86,5752853952776.5,5848016735563.7,5784066298239.42,5470777391094.18,5700098114744.41,5693518985132.88,5778642194552.57,5894230516027.13,5916317345751.67,5988669235428.84,6019926762460.57,6150456276847.65,6170335002849.18,6210698351093.34,..
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41514.897794653,41861.7534385914,41277.0667588528,41097.9596040256,42169.7332837685,42239.1849263634,42190.8048728416,42744.0112850452,43671.6799739123,44393.6263842663,44995.4944919713,45687.2738147647,45165.7879187542,42724.7603699749,44507.6763859172,44538.7261906776,45276.8743353985,46249.2095886628,46484.1552669134,47102.5808781498,47403.0469116934,48510.6094087782,48766.1336629216,49187.8330895642,..
Jordan,JOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12892216175.3855,13318752010.4767,13719935843.5973,14184977248.958,14787230565.9528,15566511263.7687,16466848453.233,17152143903.7006,18621604883.365,20138631567.4801,21768446006.3253,23548271160.8132,25251357251.6829,26519912260.7657,27133804244.3669,27876505261.681,28553725465.6242,29298962684.9962,30290462467.665,31046672555.1508,31665799344.0141,32326700871.345,32951928900.585,33596292796.4268,..
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2723.98349397329,2746.96078892118,2775.08196210484,2819.08747849322,2886.72538272922,2983.61295185295,3096.72400054329,3156.43158092624,3337.05925464281,3492.87312975589,3633.19714235827,3764.54309971946,3851.3600215974,3847.22355761508,3736.64649385852,3637.74353611873,3529.12831467661,3438.675873372,3395.77310255414,3350.39349005979,3315.2812383704,3305.66816553352,3309.75215882997,3325.80780970269,..
Kazakhstan,KAZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,59421866178.3619,60432037903.0941,59283829183.2829,60884492569.9522,66851172843.1113,75876081175.8857,83311937130.8253,91059947284.2734,99801702224.8098,109482467339.845,121197091345.208,131983632474.924,136339092346.875,137975161454.259,148047348240.643,159002852011.463,166634988908.002,176633088241.242,184051677948.488,186260298083.442,188309161362.177,196029836978.664,204067060294.537,213250078007.791,..
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3814.49932695407,3941.12484786578,3933.55776763006,4078.42679261378,4491.59182333064,5106.63416701035,5606.85299732022,6107.7092592063,6647.69212950055,7227.98294898918,7917.19534235689,8523.76620458622,8698.42365362226,8573.70829393744,9070.48825285747,9603.24465538973,9923.42220839838,10368.4992994791,10646.0344648696,10617.4746550491,10582.7008718461,10867.7387377836,11165.5446635217,11518.3582312232,..
Kenya,KEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,24528267341.7801,24644752554.4477,25455617585.0165,26042468489.8422,26198643973.2382,27188928218.7225,27337613463.7899,28139282293.5283,29575595616.5174,31322527291.2531,33349876084.3647,35634585973.7449,35717358968.4514,36898510533.1698,40000088346.8041,42443399231.1785,44380180300.2798,46989149335.0829,49506417104.2448,52337445096.8196,55414336958.716,58077381824.1786,61746972563.536,65060160105.0758,..
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,857.948176122028,837.810655693543,841.494444156291,837.411877582187,819.615425085923,827.705229937068,809.961627867232,811.426558401271,829.952874962489,855.225039996787,885.809632464257,920.649216604446,897.601930611382,902.124545867569,951.687961116879,982.980837581714,1000.8292167941,1032.2773268424,1060.09501597538,1093.13417026063,1129.71319596876,1156.42529688802,1201.46635823697,1237.49749909667,..
